system_id,artUrl,artTitle,artDate,artPoster,artCatagory,artContent,artComment,e_ip,insertedDate,dataSource
11,https://www.ptt.cc/bbs/Food/M.1653300935.A.5C0.html,[食記]高雄鼓山小吃-新一排骨炒飯,2022-05-23 18:15:33,BOSOMGIRL,Food,"餐廳名稱：新一排骨炒飯
消費時間：2022年/1月

營業：11:00-20:00
電話：07-3415476
地址：高雄市鼓山區裕誠路1602號
平均：$100-200/人【無刷卡】
推薦：香滷排骨炒飯、溏心蛋、蒜頭雞湯",[],203.204.140.110,2022-05-24 01:12:12,ptt
12,https://www.ptt.cc/bbs/Food/M.1653357000.A.104.html,[食記]台南三井薄多義義式手工披薩,2022-05-24 09:49:55,designW,Food,"餐廳名稱：台南。薄多義義式手工披薩(台南三井OUTLET店)
   消費時間：2022年/5月
   地址：台南市歸仁區歸仁大道101號2樓(主題餐廳處)
   電話：06 303 2545
   營業時間：11:00-16:00/17:00-21:00
   每人平均價位：350元
   可否刷卡：可
   有無包廂：無
   推薦菜色：青醬義大利麵

圖文網誌版：
https://bo2popo.com/202205-tainan02/
自從位於台南高鐵旁的三井開幕後，住在鄰近鄉鎮的我們，

算是多了一個用餐的好去處。

薄多義位在三井2樓(主題餐廳)處，外觀就蠻具設計感。

11:00-16:00( 最後點餐時間 15:30)/17:00-21:00 (最後點餐時間20:00)。

薄多義算是連鎖店，之前有在高雄文橫店用餐過，

內部裝潢感覺蠻相似的，桌數也不少，桌與桌的間距也不會太近。

三井薄多義店內環境三井薄多義店內環境 三井薄多義店內環境

不知道是不是因為當天是平常日下午，已過了用餐時間，人數並不多，

似乎沒遇到像google評論說的態度不佳問題，

基本上遇到服務生親切又蠻積極，然後我家兒子就一值想跟妹子搭訕。

薄多義菜單

薄多義每人需低消$200，7歲以上都需要低消，

不過小孩都還沒滿七歲，所以是不需要低消的。

餐點選擇性不少，排餐、義大利麵、頓飯、焗烤、披薩一應具全，

價位大約都200多~300多，以台南三井的餐廳來說，這價位是蠻親民的。

除了單點外，要划算一點，也可以套餐加價購。

超值套餐加價購：

雙主餐+279元
開胃點選一+169法利亞小點選一+OREO玉米脆片奶酪+80元以下飲品兩杯
雙主餐+229元
開胃點選一+169法利亞小點選一+80元以下飲品兩杯
主餐+199元
169法利亞小點選一+OREO玉米脆片奶酪+80元以下飲品1杯
主餐+149元
開胃點選一+OREO玉米脆片奶酪+80元以下飲品1杯

基本上餐點算好吃，除了些許的小缺點，不然小孩都蠻買單的。

青醬雞肉麵 249元

麵條軟硬度適中，事先調味過雞肉約一口大小，口感軟嫩，

青醬的醬給的很足，蒜味濃郁，還吃的到蒜末顆粒。

青醬雞肉義大利麵

本以為這兩個挑食的小孩沒辦法接受有點成熟大人的口味，

沒想到兩個都很愛，都有把麵吃光光。

薄多義派對拼盤 169元

派對拼盤的內容物有炸雞翅、炸薯條、小花薯球三種。

薯條跟薯球都外酥內軟，熱熱吃很棒，

雞翅外酥內嫩多汁，搭配另外附的特調酸辣沾醬開胃又好吃。

綜合野菇披薩 229元

野菇披薩基本上是葷的，如果需要的話，也可以做成蛋奶素，

不過我吃習慣有底醬的披薩，會覺得這個味道稍嫌清淡些。

披薩餅皮是不脆的薄皮，但又不是太薄，還是有些微厚度，

基本上還是吃的到餅皮的蓬鬆感。

底部有些微焦，個人是可以接受，可能有些人會比較在意這點。

 OREO玉米脆片奶酪 119元(套餐加價點心)

奶酪本身不會太甜，可以中和OREO的甜度，覺得不錯。

迷迭香氣泡水 70元

喝著有迷迭香的香氣，搭配上檸檬，簡單的氣泡水也能裝飾得很漂亮。
","[{""cmtStatus"": ""→"", ""cmtPoster"": ""linuscool98"", ""cmtContent"": "":薄多義不錯吃不過這幾天也漲價了"", ""cmtDate"": ""2022-05-24 16:20:00""}, {""cmtStatus"": ""→"", ""cmtPoster"": ""linuscool98"", ""cmtContent"": "":更正這幾年"", ""cmtDate"": ""2022-05-24 16:20:00""}]",210.60.92.15,2022-05-25 01:12:14,ptt
13,https://www.ptt.cc/bbs/Food/M.1653375569.A.39C.html,[食記]三民區麵食-尋米拌麵,2022-05-24 14:59:27,BOSOMGIRL,Food,"餐廳名稱：尋米拌麵
消費時間：2021年/12月

營業：10:30-14:30 / 15:30-19:00 (週末公休)
電話：07-3220315
地址：高雄市三民區熱河一街115號
平均：$80-100/人【無刷卡】
推薦：台式胡麻白醬、柴魚湯","[{""cmtStatus"": ""推"", ""cmtPoster"": ""Larry0113ooo"", ""cmtContent"": "":Cp值不賴"", ""cmtDate"": ""2022-05-24 16:56:00""}]",218.166.238.43,2022-05-25 01:12:14,ptt
14,https://www.ptt.cc/bbs/Food/M.1653405647.A.F16.html,[食記]高雄AliceBrownie。35元起夢幻布朗尼甜,2022-05-24 23:20:45,starsunny14,Food,"餐廳名稱：Alice Brownie
   消費時間：2022年/5月
   地址：800高雄市新興區自立橫路33號
   電話：0906-021-901
   營業時間：12:00-19:00(週三公休)
   每人平均價位：100
   可否刷卡：否
   圖文好讀：
http://suni.tw/alice-brownie/
來到高雄除了有銅板價位的小吃，也有超適合當伴手禮的甜點店「Alice Brownie」，

口味多樣也很好吃，從台南起家，目前在高雄捷運美麗島站周邊也有分店，

低調的門面，很像是隱身在住宅區的秘密天堂，一走進門就可以看到明亮的玻璃櫥櫃中，

擺滿各式口味的布朗尼甜點，想要一次吃多種一點口味的朋友，都可以選擇半入。



♠保存期限：冷藏3天、冷凍7天

只需要加價10元就能升級禮盒，當伴手禮送禮很有面子，

還會附上一個鮮明的黃色提袋包裝。



肉桂蘋果/半人 45元 (左上)

肉桂與蘋果兩者相符相成，既有肉桂的木質香氣，又有蘋果的果香，使用新鮮蘋果製作，
個人也很喜歡這個口感。

抹茶/半入 40元

抹茶算是讓我最驚豔的口味，本來預期就是抹茶口味，沒想到一吃上癮，抹茶的甜度、苦
度搭配得剛剛好，而整塊布朗尼的口感也更濕滑細緻。

ORE0/半入 45元

另外也選了OREO餅該這個口味，OREO餅乾巧妙的擺盤，中間有白巧克力香氣的內餡，底層
也是濕軟的布朗尼。

核桃/半入 35元 (左下)

這麼漂亮的下午茶店，居然有銅板價位，而且還搭上了堅果，核桃布朗尼是將最經典的布
朗尼中，搭上核桃，口感更豐富。

鳳梨/半入 40元

很難得看到鳳梨口味的布朗尼，這算是抱著試驗的心態買來吃吃看，是一款偏酸的布朗尼
，口味非常特別。

乳路餅乾/半人 45元

這一款搭上比利時蓮花餅乾，底層是巧克力布朗尼，中間則是起司乳酪，乳酪鹹香的氣味
搭上巧克力的苦點，口味非常豐富，因為上層是餅乾，建議買回家當伴手禮時，先吃這個
口味。
",[],114.32.230.155,2022-05-25 01:12:15,ptt
15,https://www.ptt.cc/bbs/Food/M.1653447889.A.5FB.html,[食記]高雄左營藝廚海南雞飯,2022-05-25 11:04:47,BOSOMGIRL,Food,"餐廳名稱：藝廚海南雞飯
消費時間：2021年/12月

營業：10:00-20:30
電話：07-5506936
地址：高雄市左營區富國路146號
平均：$60-180/人【無刷卡】
推薦：海南雞飯、雞香飯、剝皮辣椒雞湯",[],218.166.238.43,2022-05-26 01:12:23,ptt
16,https://www.ptt.cc/bbs/Food/M.1653477702.A.2DB.html,[食記]福中居高雄鼓山香濃綿密豆花配Q彈圓仔,2022-05-25 19:21:38,Geiwoyujie,Food,"餐廳名稱：福中居
   消費時間：2022年/4月
   地址：台灣高雄市鼓山區明倫路59號
   電話：+8867 552 8964
   營業時間：16:00 - 22:00 (週日週一公休)
   每人平均價位：45 TWD
   可否刷卡：否
   有無包廂：無
   推薦菜色：綜合豆花
   官網：
https://www.facebook.com/421050534593957/
圖多Blog好讀版
中文:
https://ryokousharoody.blogspot.com/2022/05/fuzhongju.html
2022年4月29日，這天下午搭乘客運
從台灣台北出發抵達了高雄楠梓
之後再騎著腳踏車慢慢前往福中居吃點心

福中居位於高雄鼓山的明倫街上
距離最近的車站則是捷運巨蛋站

福中居排隊的人潮蠻多的
內用的座位有限
如果兩人以上來
可以先派人佔位子

福中居主打的是豆花
也有仙草和刨冰等其他甜品

另外這裡也是另一家店，起士公爵
所以也有販售起司蛋糕
有時可以拿到起司蛋糕的試吃

這天我點的是綜合豆花
價錢是小碗的45 TWD
只能使用現金付款

綜合豆花可以選三種料
我選的是芋頭，抹茶圓以及白玉
本來想要選芝麻圓
可惜在我前一個人賣完了

此外這裡糖水有兩種口味
有黑糖和玫瑰可以選擇
考量到稀有性所以選了玫瑰糖水
https://imgur.com/Yu7xnXx.jpg
其實小碗的份量就很不錯了
豆花跟料也都還蠻多的

白玉湯圓的部份
口感特別的Q
https://imgur.com/HRpb8Jx.jpg
抹茶圓口感也很Q
還多蠻香濃的抹茶味

芋頭煮的香甜綿密
吃起來軟爛的相當舒服
https://imgur.com/ZlJKOhl.jpg
豆花的豆香味十足
搭配上帶著明顯香氣的玫瑰糖水
是有特色又很好吃的甜品！

而朋友點的是豆漿豆花
再額外點上其他料
如芋頭，白玉和抹茶圓
價錢是75 TWD

朋友豆漿豆花看起來也很好吃
裡面滿滿的豆味
不過價錢就是比較高了些
下次有機會再訪我也想試試看

個人覺得福中居的豆花豆香很濃
湯圓類的口感也很Q彈
芋頭也是綿密香甜
搭配糖水或豆漿或鮮奶都很好吃！
05/25 19:22",[],49.158.77.177,2022-05-26 01:12:24,ptt
17,https://www.ptt.cc/bbs/Food/M.1653483692.A.9F6.html,[食記]高雄前金｜森本日式和風洋食堂,2022-05-25 21:01:30,syuanfeng,Food,"餐廳名稱：森本日式和風洋食堂
   消費時間：2022年5月
   地址：801高雄市前金區中華四路317號
   電話：（07）221-9929
   營業時間：11:00~14:00；17:00~21:00（週二公休）
   每人平均價位：150元～400元
——
完整圖文好讀版：
https://after-sleep.com/sen-ben/
——
https://imgur.com/wsEOF0W.jpg
週末的午餐時間，臨時起意問了幾個朋友要不要一起吃飯，沒想到竟然都爽快地答應了，
但大家的老毛病就是每次都不知道要吃什麼，我就想到之前騎車經過看到這家「森本日式
和風洋食堂」看起來好像不錯，就跟朋友們約在這裡了～
https://imgur.com/4lZPUjL.jpg
森本日式和風洋食堂位於中華四路上，距離大立百貨不遠，但我覺得外觀其實不大起眼，
所以一直到最近才發現有這家店，不過愛吃日本料理的朋友們都說吃過這家店而且口味不
錯，看來應該是頗有實力的老店了
https://imgur.com/Q3UcSRu.jpg
老樣子先附菜單給各位參考，坦白說我們點餐時真的很頭痛，因為每樣看起來都超好吃的
，有附圖的菜單果然還是比較有吸引力呀！

價位的部分我覺得尚可接受，大概就是像百貨公司美食街差不多的價格，但份量應該會更
有誠意
https://imgur.com/NgNysyM.jpg
不知道是不是心理作用，看店家的門口就覺得很有日式洋食的感覺，用餐完後看了店家在
臉書的介紹，有提到這家食堂是由出生於東京都新宿區並持有廚師執照的森本成先生與太
太一起經營的，難怪能營造出日本在地的風格
https://imgur.com/2ityKDx.jpg
https://imgur.com/BpXcVM9.jpg
店內的座位也不算少，出餐檯旁邊還有一些吧檯座位，不過因為我們是五個人用餐，保險
起見還是有事先訂位了
https://imgur.com/XVq81Xf.jpg
https://imgur.com/1SYzyMZ.jpg
除了菜單，牆面上也貼了很多特色餐點的海報，像這個「酷斯拉漢堡排蛋包飯」，我們一
看到就開始討論同行中的友人有沒有辦法吃完，但後來跟店家確認後的確如菜單所寫是需
要兩天前先預訂的，所以還是沒辦法看到朋友的壯舉了
https://imgur.com/JUIe54D.jpg
點完餐後先送上一人一份的小菜，但很奇妙的卻是像搭配在臭豆腐旁的台式泡菜，還是日
本人也會吃這種口味的泡菜？
https://imgur.com/XJ4IUuD.jpg
再來是加點套餐附贈的味增湯，看湯的色澤就知道是口味偏重的道地日式風味，裡面搭配
了海帶芽、紅蘿蔔及玉米筍等蔬菜，還蠻豐富好喝的
https://imgur.com/2Tq7ZYO.jpg
無法點到酷斯拉漢堡排的朋友後來點了這個「迷你拉漢堡排蛋包飯」，是因為店員後來告
訴我們這其實就是酷斯拉的縮小版，一樣有豐富的配料，所以他就選了這樣啦～看起來份
量十足，漢堡排的厚度也沒在客氣的，而且朋友一下就吃完了，看起來真的有機會挑戰酷
斯拉才對
https://imgur.com/Kfn1hrQ.jpg
接著是先生點的森本漢堡排蛋包飯上桌了，一樣厚實的漢堡排配上滑嫩的蛋包飯，同樣看
起來讓人很有食慾呀！另外補充一下，點蛋包飯相關餐點的話都可以從三種醬汁中挑選兩
種，這份就挑了紅酒茄汁醬及口味特別的多明格拉斯醬，推薦大家可以嘗試看看！
https://imgur.com/eOOYBtL.jpg
再來是我點的松阪豬定食了，因為我其實沒很愛吃漢堡排，今天也不太想吃炸物，所以就
點了這樣啦～坦白說這間的松阪豬其實還蠻好吃的，外觀雖然看起來白白的有點油膩感，
但吃起來其實真的還好，不過外觀上當然就沒有其他漢堡排類的餐點讓人有食慾了
https://imgur.com/FkIA35V.jpg
接著是朋友點的漢堡排海鮮定食，同樣厚得可以的漢堡排搭上其他海鮮炸物，份量真的很
夠耶，如果想吃到各種口味的餐點又不想有太濃郁的醬汁的話，推薦可以點這類定食
https://imgur.com/RM0vd6Q.jpg
最後是一個沒這麼餓的朋友點的主餐了，雖然沒有大魚大肉陪襯，但同樣鬆軟的蛋包以及
富有層次的雙種醬汁，一般的蛋包飯看起來也是非常好吃
https://imgur.com/5eU9D8J.jpg
https://imgur.com/i85mrgi.jpg
除了主餐外，我們還單點了炸豆腐，外酥內軟真的也非常好吃，搭配和風的醬汁與芥末之
後，又有不同層次的口味
https://imgur.com/p0zWfb6.jpg
最後是店員告知我們，如果在幾個人的臉書上打卡幾次的話就可以送幾份的炸雞軟骨，我
們就紛紛照做了XD不過就算是送的，口感也一點都不馬虎，炸得真的剛剛好又脆口，就
算單點也是值得的

感覺這家店絕對是我們會再來拜訪的口袋名單了，畢竟菜單上還有不少想要嚐試看看的料
理，而且也想看看朋友到底能不能吃完酷斯拉漢堡排，就只能下次事先預訂再來挑戰了！",[],124.218.69.179,2022-05-26 01:12:24,ptt
18,https://www.ptt.cc/bbs/Food/M.1653486603.A.9CE.html,[食記]高雄燕巢-燕巢手工湯包&黑芝麻燕麥飲,2022-05-25 21:50:00,ajay81104,Food,"燕巢手工湯包
   消費時間：2022年5月21日
   地址：高雄市燕巢區中民路644號
   營業時間：04：45～09：30
   公休日：每週一
   電話：0955-633812
   餐點價格：手工湯包7顆55元、黑芝麻燕麥20元
   交通資訊：台鐵「岡山站」／捷運「南岡山站」
             轉乘客運8020路於「燕巢衛生所站」下車步行前往

   圖文網誌：
https://ajay.com.tw/yctonbao/
－－－－－－－－－－－－－－－－－－－－－－－－－－－－－－－－－－

假日早上來到燕巢，還是挺熱鬧的，既然來了就想吃點早上才能吃到的店，這家「燕巢手
工湯包」便是如此，其實附近還有很多早餐店可供選擇，只是這家在我經過時剛好沒人，
想說內用也安心點，就來試試看吧！
https://ajay.com.tw/wp-content/uploads/2022/05/yctonbao-1.jpg
「燕巢手工湯包」位於燕巢區中民路上，燕巢郵局正對面，從凌晨4點45分營業到早上9點
半，假日會再晚一個小時，比起我們大社、楠梓類似的店，都會營業到中午有所不同，可
能也跟當地人的作息有關吧！
https://ajay.com.tw/wp-content/uploads/2022/05/yctonbao-2.jpg
外觀就是傳統的騎樓店面，沒有招牌，廚房位於騎樓，另外旁邊有三桌的內用桌，後方還
有冰箱可以自取飲料。
https://ajay.com.tw/wp-content/uploads/2022/05/yctonbao-3.jpg
這邊的菜單非常簡單，吃的就只有湯包，每份7顆，還可以點大份的10顆，價格還可以，
聽說還是漲過的，飲料的選擇較多，除了一些常見的早餐店飲料外，還有兩款蠻特殊的燕
麥飲料。
https://ajay.com.tw/wp-content/uploads/2022/05/yctonbao-4.jpg
這就是我今天點的內容，一份湯包、一杯飲料。

[黑芝麻燕麥]
https://ajay.com.tw/wp-content/uploads/2022/05/yctonbao-5.jpg
先來說這杯「黑芝麻燕麥」飲品，其實我是因為包裝才選他的，畢竟第一次看到，不過看
了一下背後說明，好像是新北市生產的，所以應該是進過來賣這樣，成分表寫著裡面有水
、砂糖、黑芝麻、米、花生、燕麥，喝起來冰涼，相當濃郁好喝。

[手工湯包]
https://ajay.com.tw/wp-content/uploads/2022/05/yctonbao-6.jpg
接著是「手工湯包」，早餐我吃不多，7顆就夠，配上一點薑絲，手工製作的湯包外觀還
挺不錯，外皮的折子相當整齊，裡面的肉餡滋味濃郁，湯汁是有的，直接先來上一顆，還
不錯。
https://ajay.com.tw/wp-content/uploads/2022/05/yctonbao-7.jpg
個人比較喜愛的方式是將蔥醬油塞進湯包內，這是我們楠梓的吃法，所以在這邊也這麼做
了，這樣口味會變重，雖然原汁原味就變了，但我覺得這樣吃比較爽，有興趣的朋友也可
以試試看。
https://ajay.com.tw/wp-content/uploads/2022/05/yctonbao-8.jpg
今天早餐吃了「燕巢手工湯包」，其實就是很樸實的味道，我會覺得在高雄各區一定都有
像這樣的味道存在，而這家就是燕巢區的代表之一，是不用特地來吃，但經過不妨可以試
試看的好滋味。",[],36.239.160.27,2022-05-26 01:12:24,ptt
19,https://www.ptt.cc/bbs/Food/M.1653538677.A.EA7.html,[食記]高雄三民元之氣早午餐,2022-05-26 12:17:54,BOSOMGIRL,Food,"餐廳名稱：元之氣早午餐
消費時間：2022年/3月

營業：05:30-13:00
電話：07-3810081
地址：高雄市三民區灣中街2-1號
平均：$60-70/人【無刷卡】
推薦：黑胡椒燻雞地鐵堡",[],223.139.214.140,2022-05-27 01:12:23,ptt
20,https://www.ptt.cc/bbs/Food/M.1653553234.A.AE0.html,[食記]高雄鹽埕｜一等一咖啡茶飲,2022-05-26 16:20:31,syuanfeng,Food,"餐廳名稱：一等一咖啡茶飲
   消費時間：2022年5月
   地址：803高雄市鹽埕區新興街28之1號
   電話：（07）532-0909
   營業時間：10:00~18:00；20:00~22:00
   每人平均價位：45元～150元
   可否刷卡：否
   有無包廂：無
——
圖文好讀版：
https://after-sleep.com/top1-cafe-tea/
——
https://imgur.com/Nq8VyL2.jpg
週末午後跟朋友吃完了好吃的「森本日式和風洋食堂」後，平常應該是回其中一個人的家
打桌遊或其他耍廢行程，不過這天臨時起意想說到鹽埕區逛逛走走，但又不想花太多錢到
昂貴的咖啡廳，就在網路上搜尋到這家「一等一咖啡茶飲」，價位看起來似乎蠻便宜又有
內用座位，就決定來看看了
https://imgur.com/PU0bToC.jpg
一等一咖啡茶飲位於鹽埕區新興街，距離鹽埕埔捷運站走路約6分鐘即可抵達，雖然門口
其實沒有很顯眼的招牌，不過這條巷子中也沒什麼其他店家了，看到這間門口停了一些車
的開放店面，就勇敢地走進去吧
https://imgur.com/Vkj8rfA.jpg
先附上菜單，每次到一家店我都會習慣性先從Google Maps中找到菜單來看看貴不貴，再
決定要不要前往以鹽埕區的咖啡店或飲料店來說（有內用座位的），這家確實算是平
價
https://imgur.com/0d0HzVj.jpg
https://imgur.com/80q43jq.jpg
走進店裡，感覺大部分都是在地人居多，而且有種莫名的悠閒感，仿佛來到某個人家拜訪
一樣雖然我們入座後老闆慢了幾拍才來招呼，不過因為老闆只有一個人而且態度非常
客氣，我們也就不太介意了
https://imgur.com/4n9dJzs.jpg
https://imgur.com/KRd0yTg.jpg
https://imgur.com/Ciey1hh.jpg
店內有各種不同風格的掛畫、擺飾與桌椅，看起來就像老闆個人的收藏室一樣，但也看到
不少手沖咖啡與飲料製作的設備，看來老闆對於自製的飲品還是不馬虎的
https://imgur.com/Nq8VyL2.jpg
對於有選擇障礙的我們，看著菜單遲遲無法決定要喝什麼，其中一個朋友言談間就提到不
然我喝無糖的至尊奶茶好了，結果沒一會老闆就端上桌了XD也不確定老闆是沒聽到無糖的
需求還是覺得加了糖比較好喝，上桌的奶茶還是有糖的，不過坦白說真的蠻好喝的，是茶
味較重一些的奶茶，入口後茶的韻味與香氣會停留蠻久的，過了幾天後朋友還是覺得回味
無窮呀
https://imgur.com/amzc21o.jpg
我點了無糖的冬片青茶，也是非常快就上桌了，我的飲料就確實沒有加糖了，茶的香氣十
足而且完全不苦澀，也是非常好喝耶，不過以份量來說感覺是手搖飲的三分之二左右而已
https://imgur.com/Apuwa9u.jpg
另一位朋友點了冰咖啡，原本也是想點無糖的，但老闆跟他討論說加一點糖會比較好喝，
後來就聽從建議加了一些糖了。喝起來有點像古早味的台式咖啡感，但卻又不會有人工香
精的味道，果然是蠻不錯的，不過我覺得就算無糖應該也會好喝的～
https://imgur.com/XPnbpn5.jpg
最後一個朋友本來想點瓜地馬拉水洗豆的手沖咖啡，不過老闆說目前沒有提供這個豆種的
咖啡，建議可以改喝有山茶花香的衣索比亞日曬處理豆，朋友也就同意點了這杯了～我試
喝了一小口後覺得稍微偏酸一些些，但沒有苦澀味，口感算是蠻不錯的
https://imgur.com/yvzDjSn.jpg
現場也有販售一些應該是老闆自家烘焙的豆子，不過我平常還是比較少在家沖泡咖啡，所
以就沒多問了～有興趣的人可以到時候再跟老闆多詢問一些資訊，相信他會很樂意分享地
https://imgur.com/PIWcYi5.jpg
這家店雖然內裝別具風格，但飲品的質量都還蠻不錯的，如果剛好有到棧二庫或鹽埕埔夜
市附近的話，或許可以來這裡嘗試看看，體驗一下悠閒的午茶時光唷","[{""cmtStatus"": ""推"", ""cmtPoster"": ""Rosineivy"", ""cmtContent"": "":推一等一的悠閒居家感~"", ""cmtDate"": ""2022-05-26 19:47:00""}, {""cmtStatus"": ""推"", ""cmtPoster"": ""sfoto"", ""cmtContent"": "":推爆一等一，老闆超有品味，偶爾還會聽到老闆在放黑膠唱片"", ""cmtDate"": ""2022-05-27 21:11:00""}]",124.218.69.179,2022-05-27 01:12:24,ptt
